adjective,noun,label,pan,pna,rep
forseeable,emergency,1,0.5111087103869455,0.6977884565330758,0.6756361959142637
inflexible,directives,1,0.5789513171876882,0.481890113793986,0.5775261702837345
mirthless,manner,1,0.3952154637076996,0.7428285833942313,0.6309665968676581
transdisciplinary,learning,1,0.3927876774867942,0.6769221738874673,0.5862034245876072
jordanian,act,1,0.5538776156925322,0.7649607420774559,0.7470568739895485
collagenous,increase,0,0.5912317158739467,0.8015188497170112,0.7949399038246058
theoretic,quality,0,0.6027064794920381,0.7631772684945655,0.7771493059205936
eurafrican,space,1,0.212820837331583,0.7855277733167725,0.5421860943638671
nonferromagnetic,equipment,1,0.2548294218679259,0.7287166961096112,0.5318353915063527
annihilative,measures,1,0.17199688723443385,0.7965213097737516,0.5232568461918606
papal,traffic,0,0.7737559287605088,0.693429527087847,0.8409330159371214
enumerative,review,0,0.4007048636072743,0.7046010968872708,0.609418792329994
loutish,peasant,1,0.358547180015031,0.5710651690862649,0.4948808395042931
noncrystalline,oxides,0,0.35788188144294814,0.5105078306790138,0.45475296314836017
uncertificated,solicitor,1,0.4544881474865228,0.5252141251015872,0.5262447505337454
placid,suburbs,1,0.6210487507812144,0.5378628645149167,0.6411744370219475
spoken,presentations,1,0.5628561735050214,0.5548446625544137,0.6150512341639482
manufacturing,regions,1,0.04941507924169635,0.6106191312622135,0.3228971911154236
lexical,cue,1,0.6763753466829031,0.4899157393495765,0.6451616079622242
concessive,type,1,0.4121493303498076,0.7949722225890451,0.6759939987070597
scarry,tissue,1,0.10363461631744046,0.7645307414166697,0.45851598134113003
rostrate,scrapers,0,0.16398353398251092,0.37469701344798634,0.24157467930520307
preceptive,behaviour,1,0.4260000303185759,0.7503518852332711,0.6556081373830688
tuneable,parameters,1,0.24802662556879454,0.6259564669387029,0.460109513834092
provisional,compression,1,0.7769245869596539,0.6863826799935154,0.8383417093585931
thirtieth,treatise,1,0.5803122447510166,0.6224104647387767,0.6705238748637442
uncapped,region,1,0.4231612560798366,0.8467835013591648,0.7170120991019397
inextensible,cause,1,0.3828078671337663,0.7667199780850014,0.6386862958626908
imponderable,truths,1,0.5357334311838532,0.7284644268964173,0.7115131160955267
exorbitant,budget,1,0.6225646864175443,0.6478616461014605,0.7142611686792543
optimised,device,1,0.39098658343421555,0.7465016725636464,0.6306672518373699
forseeable,application,1,0.4405829618247161,0.7795276864499451,0.6840724806253261
pentamerous,perianth,0,0.26005966125342084,0.2983347336553068,0.2530216847238635
nondeterministic,expressions,1,0.414772019476841,0.6780696713026623,0.6010307647785398
burnable,refuse,0,0.29329243362267693,0.45419185804259743,0.3764796195375231
joky,manner,1,0.19624253881831633,0.8829928855029389,0.59547117261478
tensive,changes,1,0.3447613679250224,0.8261242066747093,0.6532737369994609
concerned,shareholder,1,0.668341796507381,0.5187548972105267,0.6589254995220776
unpliable,structure,1,0.19889914667066766,0.7527224388619519,0.511765542772338
nonionic,moiety,1,0.5371818386063565,0.5182825997940471,0.5746433449758334
sociotechnical,projects,1,0.36013348485746305,0.6326190192746248,0.536251693541795
uncapped,projectiles,0,0.3018632944593674,0.40216575515562375,0.34785816183782775
unstirred,model,0,0.5092782436302139,0.8621031672323665,0.7821904697396544
transdisciplinary,discipline,1,0.5148899705432853,0.7760520549170099,0.7293673860168538
chippy,fragments,0,0.31626257906510225,0.7135396071025558,0.5612164935368128
noncancelable,health,0,0.36384843475264267,0.8209119455655965,0.6620766407857821
dialogic,angle,0,0.47994918343891607,0.6607292296625856,0.6313905781443608
proximate,teeth,1,0.6090075693613942,0.6870226074786439,0.7312557748355555
noncollinear,configurations,0,0.36161799973114883,0.6202662118345477,0.5291035132042886
fascist,pride,1,0.6171507084083886,0.6564326593478347,0.7164142115842149
anticompetitive,purchaser,1,0.4969131618405114,0.5264584559766745,0.5542223029558536
contractile,present,0,0.4547931034355428,0.4782297075634651,0.49563658827722734
sinew,thongs,0,0.3266415626790395,0.32122472664885277,0.3106562854313973
octagonal,foot,0,0.5475459408444041,0.6507691944680043,0.6681381477496127
postcentral,s,0,0.48447989833533966,0.5926707171114948,0.5896715075707417
diplomatic,blitzkrieg,0,0.7322105504487826,0.2519993269807418,0.5249288419510123
importunate,band,1,0.5073365153158601,0.669783319649124,0.6548607061772315
baseless,discrimination,1,0.509990859356047,0.641930413803647,0.6382994822473776
hormic,goals,0,0.2884640615795114,0.6927470723554359,0.5297872829116834
necked,specimens,1,0.3859399785285652,0.6488138669001804,0.5633912664046407
necked,pride,0,0.3959349089853417,0.6661931306174653,0.5811843192685625
freewheeling,thought,1,0.41761964625307396,0.780508367766174,0.6700136253855241
wakeful,imagery,1,0.5277446908260336,0.6085218489487472,0.6277630602552631
industrious,imitator,1,0.7024530848319029,0.5065424457993929,0.6727579701254925
imponderable,size,1,0.5386332480504256,0.8259480415244084,0.7772807944073744
forepast,life,1,0.14462966992525716,0.8439799069567145,0.5368498189888786
barbarous,destroyer,1,0.6761890116126364,0.4784299548732736,0.6375121277235952
stereographic,scale,1,0.5124569958586137,0.7986292747498285,0.7426115502923096
entomologic,evidence,1,0.12594980296446473,0.8095219790677947,0.502299486161897
indulgent,brethren,1,0.5724439193929516,0.5704238473222277,0.6314034474869085
majestical,towers,1,0.34119769352316587,0.583844028755051,0.49215111606402584
baryonic,systems,0,0.4166996599943367,0.8617249879854852,0.722670965001792
graphic,imprint,1,0.7130804107670083,0.49228570251707154,0.6702150524245569
papal,preferences,1,0.7494787120790896,0.6517216303859463,0.7980459487185625
jordanian,gunners,1,0.5674824127523959,0.470649631040436,0.562814075046325
loutish,countryman,1,0.4711735699381993,0.5843757874914162,0.575714169743495
stalagmitic,breccia,0,0.31220705653140607,0.38387406667411117,0.34248835196312627
interbank,transactions,1,0.12259395053475884,0.6876660506631923,0.42026113351778827
interdental,stripping,1,0.4547297692034691,0.3516383640141886,0.41260162336371586
adjusted,member,1,0.3610361602571136,0.6890632249400539,0.5738349390203931
commiserable,man,1,0.2566144819051052,0.912642698171631,0.6535617712131159
flashy,showman,1,0.5265387103415171,0.41346406689082665,0.49910933005406244
segregated,event,1,0.6328821104041156,0.7928292671385504,0.8159087590995441
quantal,world,1,0.5027248239683031,0.8638492148963323,0.7791394997106875
unenclosed,portion,1,0.4132035661386014,0.7618984815185065,0.6549855115660111
postcentral,results,1,0.45019285815647836,0.7781457885775346,0.6893190379254569
subsaturated,environment,1,0.17363523540156975,0.7643278115786033,0.5031994202931384
salacious,verse,1,0.40312438106448156,0.6529781427997812,0.5771233693147422
czarist,ambassador,1,0.5346429112367723,0.642685794974796,0.6545776948632502
graphic,ornamentation,1,0.7552740198132032,0.5175583273816933,0.7137976166077054
armenoid,man,1,0.30377548123973086,0.8909309730549585,0.6695212467827392
aneurismal,state,1,0.4377470012141146,0.8610576042778764,0.7357085570998991
intolerant,class,0,0.3538610718244196,0.6084357447377541,0.5163811369061705
sabbatical,regulations,1,0.5574080772693774,0.7019149519771464,0.7079837970927223
chemotherapeutic,medicine,1,0.6142208696178414,0.7002012837435135,0.7432335429229531
prepotent,stallions,0,0.5143837309563676,0.49204434845644623,0.5428452852064979
assumable,rate,0,0.3859998098848527,0.8702280566414101,0.7085906942729987
spasmic,contractions,1,0.08918530410272271,0.6477916144515361,0.3727298860461075
stereographic,set,1,0.5044885254753594,0.8142602922096147,0.7477577329571019
syllogistic,ability,1,0.6393393353790392,0.8128585050486347,0.833174214299546
courtlike,atmosphere,1,0.2528179765178828,0.7098666036061199,0.5181893151255056
interdental,elastics,1,0.48116953507828786,0.3224141176774405,0.4103694719454156
necked,opposition,0,0.4700874193456146,0.7641637801165716,0.6928893988981906
waterproof,panels,1,0.5521627881517561,0.5646244540353391,0.6146167290363566
doable,effect,1,0.42526045596529083,0.9198591883880023,0.7662651430526699
graphic,overheads,0,0.7552740198132032,0.4457798563892715,0.6667390093856607
modified,prisoners,0,0.7404481826498315,0.6943138121796425,0.8201881498922423
cautious,mexicans,1,0.7105001209378764,0.5342002012821281,0.6960425940832498
unwieldy,people,1,0.5646433380838451,0.88333177992369,0.8315545207116953
neronian,society,0,0.3427655583528648,0.7576360989984511,0.6070945446398385
busy,pharmacies,1,0.7831532640185038,0.42399605959772757,0.6703064801080032
mellow,drama,1,0.6570523605461476,0.7213052227321806,0.7844914703638901
polychromic,nature,1,0.08710320098682432,0.7497039331163646,0.43821148873551635
enumerative,schemes,0,0.23651854516259613,0.49006848235005607,0.3636523205257475
roadside,grasses,1,0.39683959230507065,0.5520900128048098,0.506956500454945
baseless,action,1,0.5025390337399105,0.7878348813379932,0.7291848746866901
zigzag,windows,1,0.551293741481027,0.6653012243549556,0.6800649300574968
barrelled,pump,1,0.3545023038684562,0.592368350759865,0.5062577456413081
streptococcic,organisms,0,0.42620057568886116,0.7324674827870622,0.6440113583878057
beautiful,elves,0,0.7915682124656793,0.3191834316562802,0.6069778849590708
rotary,implements,1,0.7072867684789388,0.6418928920403832,0.7645896008608885
taupe,sweater,1,0.2608061949834849,0.5764415785521791,0.4358289714128051
unsubmissive,man,1,0.3607599707479974,0.9941982231723919,0.7737073467617603
intergroup,mating,0,0.5921152956203676,0.46666458816758344,0.5759721507105439
tuneable,filter,1,0.2000719150239307,0.48413275364411856,0.3364265854117467
elusive,client,0,0.5902165012034185,0.5545631008407524,0.6323835366097348
breakable,pots,1,0.34600186830103924,0.5225683565541536,0.45505401341903484
woollen,rags,1,0.17276385689511303,0.5285470303588011,0.348061549965628
castroite,strategy,1,0.32828525500985056,0.7844335005318072,0.6153924390812502
corpselike,complexion,1,0.13657951488464715,0.4753214068529665,0.2900000617616686
placid,courses,1,0.7278269653530202,0.7981702820003035,0.8801969006129503
phantasmagorical,vision,1,0.2679198065728199,0.7212586605884674,0.535326690984233
syllogistic,exactness,1,0.5727756804140018,0.5598149238044154,0.6246605456821589
oniony,flavour,1,0.2267072603816395,0.5816884101089907,0.4174376873873484
determinative,actions,1,0.551167860634216,0.7900846551062872,0.7617934700494686
imperialistic,supremacy,1,0.5368128414543399,0.6205972993656698,0.6414855336540292
popping,corn,0,0.12260345062186243,0.6011375008342761,0.3635383249959461
marital,constraint,1,0.7334741824537561,0.5820456938348971,0.7421192052502761
yellow,disulphide,1,0.9120283419296084,0.367723361488121,0.71592326010137
unengaged,advocates,1,0.3366008661079132,0.5993792459862316,0.4993931175076793
uncounted,cigars,1,0.4772952339307216,0.46204806318127867,0.4994342918230354
annihilative,process,1,0.2211452359818164,0.8892371556903914,0.6155084205122513
papal,credentials,0,0.6978223023318659,0.522106813927263,0.679997344100842
cricketing,point,1,0.27997530249588387,0.8038893868354466,0.5972184213692118
queasy,discomfort,1,0.41211534722705845,0.5784498601415027,0.5340182453503795
zigzag,axis,1,0.5227547973544832,0.6529691001779724,0.6537083970392191
fluvioglacial,delta,1,0.3591192447399938,0.5191744186880358,0.4612270525613747
formative,profiles,1,0.7064813998642495,0.6177582728901958,0.7482511078247043
dipterous,order,0,0.27514407070490293,0.7112400927843018,0.533383617473299
whopping,crisis,1,0.5525744732878176,0.812356232727256,0.77729547074908
safe,passenger,1,0.810132703781389,0.5411249700744667,0.7643702818706145
stereographic,presentation,1,0.5616053446059962,0.7602431315893192,0.7489114886317428
coralloid,masses,0,0.2590718941253451,0.674100350329164,0.49874458410540484
uncomplaining,generation,1,0.4322196127653315,0.6989942391879876,0.6259195674973739
taupe,linen,1,0.24287358437446283,0.6242229613162867,0.45567388157673455
awful,ammunition,1,0.7294484109875115,0.4933808603241662,0.6814123289959427
stereographic,effect,1,0.47068283766067853,0.8368713012314168,0.7409383042274911
demountable,assembly,1,0.4826861456214227,0.7760853234174013,0.7087713491167744
barrelled,herrings,1,0.31842684696576506,0.4246777294635475,0.37322169315424486
cautious,motorist,1,0.6930722484826205,0.3891794616291037,0.5898078577025682
pivotal,song,1,0.6302228985995112,0.6577760228300561,0.7256641382561289
glassless,opening,0,0.3023285732280099,0.6836445246953434,0.5326960446602693
syllogistic,error,1,0.5276503288557689,0.69786663170679,0.6862778851546758
unethical,abandonment,1,0.6466644197124771,0.6359787305603319,0.7218999901832714
uncomplaining,animals,1,0.4928546909313516,0.78721012262511,0.7225750725392996
courtlike,space,1,0.3407715975353681,0.8784227622615005,0.6850067676937582
sinew,power,0,0.46844913996401566,0.8928873690305758,0.7762328592089074
furfuraceous,spots,0,0.22556709432261784,0.5953718081914694,0.4256786772132444
baseless,creeds,1,0.6247211920493635,0.6355335015361362,0.7075593860440159
inextensible,threads,1,0.37373767789187884,0.5698579721849217,0.5038147996709856
bendy,twigs,1,0.2672311812364713,0.6229750224328757,0.470450180782408
epitheliomatous,tumours,1,0.40463749239499697,0.6640723815271278,0.5853655903450682
interosseous,lesions,1,0.4743465641233031,0.6026520187770692,0.5897276757453703
reporting,assessment,1,0.14787161155989179,0.5980456695604143,0.3776887221136108
ruskinian,socialism,1,0.30581297238820676,0.5904400514746886,0.47382117498509746
vaccine,dosage,1,0.46120895685024416,0.6210016184189355,0.5933467497716568
castroite,revolutionaries,1,0.2754690942018876,0.5605512878868484,0.4347987796756313
bewildering,path,1,0.5964038255219558,0.7032358454527178,0.733816026328476
morphonological,structure,1,0.2532721153575118,0.8880143346070083,0.6352753132745506
underprivileged,state,1,0.5233482536877038,0.8381404420881796,0.7754883324951022
unlanguaged,pain,0,0.007782118013044364,0.5919253596252384,0.2839867253515408
nailless,toes,0,0.23340500049626323,0.553439852388156,0.4032057731657402
polychromic,decoration,1,0.1909901853469939,0.6098552115411177,0.41303695879004004
inflexible,stands,1,0.5944215500685435,0.5346672031948214,0.6220318058069595
idiosyncratic,dictionary,1,0.6823474634600973,0.6817452345960086,0.7747502669033974
blank,counters,0,0.6314731573282992,0.3991335794201293,0.5568962931915633
pyrogenic,genes,0,0.4813703975172217,0.7029228091071692,0.6599629695925981
sanskritic,writings,1,0.39184150797001005,0.6971453598814127,0.5988561601937402
caustic,valves,0,0.7102735594909944,0.6297429703993849,0.758536236201584
grassy,diamond,0,0.7573223622741154,0.6173449600285399,0.780530034840914
castroite,influence,1,0.29644303098095576,0.8392831483855877,0.6309660181610859
emotive,complements,1,0.5873367516314505,0.4781051747931333,0.58041333536301
loutish,drunkard,1,0.4279663642274351,0.5082474639525849,0.4981412201237583
uniform,tonsure,1,0.7756437024591664,0.3414427128658257,0.6113759230221296
extradural,temperature,1,0.41932647184038524,0.7116995741303634,0.6259947257700815
bulgy,sides,1,0.40039635187723616,0.7353640872391006,0.629389765400276
morphonological,rule,1,0.17315951232636317,0.7822278010009719,0.5146302412854185
flashy,symbols,1,0.5265387103415171,0.6769085916750011,0.671825915475972
mellow,travertine,0,0.6017424743496087,0.28711589600752546,0.46442202971946184
noncarcinogenic,hydrocarbon,1,0.400621512965615,0.5155410180109407,0.4854159510162122
demountable,flanges,0,0.3836214529326495,0.4356028396934727,0.42212382188745345
hormic,tendency,0,0.2876159556884534,0.7077534768654694,0.5390826331976885
idiopathic,pemphigus,1,0.6211805381420149,0.3337737182640855,0.5074561425480331
jadish,tricks,1,0.11903099101599027,0.6200067689633393,0.3736219907980652
requisite,players,1,0.788368004353481,0.7604789061707015,0.8942462742990673
grassy,gaps,0,0.7632635053107338,0.6892965624060385,0.8315058452978701
whopping,watts,0,0.46021891882967086,0.40985380130982335,0.4542825015575281
affinal,respect,1,0.5499812987952218,0.7704276789681884,0.7481465085409226
roadside,drama,1,0.514812241745356,0.7606670884769123,0.7192311001981342
roadside,outcrop,1,0.4775461790712102,0.4920009795841919,0.5192323541250513
fumy,brain,0,0.15617025293354736,0.6115414228943159,0.39184969605352876
jordanian,disaster,1,0.6494948907332629,0.7237166296802534,0.7812338930132967
requisite,notoriety,0,0.7004143833359957,0.5245292096905227,0.683245015891094
quirky,girl,1,0.4618617168003623,0.8020950238221173,0.712491121542315
postcentral,portion,1,0.46759495644497895,0.7565080074919508,0.686274456932979
sanskritic,heritage,0,0.3479746683639901,0.6197926667896234,0.520058185680841
taupe,colour,1,0.3040134006942491,0.7915101364061847,0.6044923806588961
styptic,dressing,1,0.5173485962572123,0.650399022180584,0.6485622199433975
blank,rolls,0,0.5789394384236256,0.4089496691907522,0.5296981576367645
idiosyncratic,suppression,1,0.5578926337988561,0.5488223777882884,0.6079251644596162
repeated,hint,1,0.5245851309819692,0.47125844230313185,0.5357490995070314
nonferromagnetic,clips,0,0.2177584605155227,0.44594036000212034,0.32271076401565507
chemotherapeutic,system,1,0.5899436529364223,0.8593312382401077,0.8320175662723065
optimum,space,1,0.48800875361875157,0.6198929061676672,0.6097778963321299
similar,sarcoma,1,0.9791088532802923,0.5798132708008257,0.8979182421635206
venereal,flower,0,0.5071043958215761,0.6065235196795482,0.613238406012761
courtlike,proceedings,1,0.2528179765178828,0.6728017045920651,0.4938892360027377
vestigial,hippocampus,1,0.5760040682611677,0.4799428599822856,0.5743626167203767
aestival,series,1,0.15939730423875467,0.7275466800537785,0.4699698340124963
inefficacious,victims,1,0.27981835444708053,0.6195927545711093,0.4762914189830481
agamous,species,1,0.2060580346061581,0.8613866816093766,0.5875901249954175
papal,mediator,1,0.6978223023318659,0.5004222748835779,0.6657807664621849
subsequent,urinalysis,1,0.8165566416615136,0.3307641789025704,0.630568663120901
streptococcic,serum,0,0.32777522010629706,0.5699886625178376,0.47447394678349547
unreflective,trust,1,0.42984342985059865,0.6240069514969105,0.5752359282780513
uncomplaining,humility,1,0.4696240435793327,0.5835775892458464,0.5741988109050922
sanskritic,civilisation,1,0.41778279200876844,0.6016929777180642,0.5528851079828642
inefficacious,individuals,1,0.3230255601578447,0.7684024462357308,0.60151492325661
slavish,shore,0,0.3112186842647156,0.4076760500552939,0.35746035967012657
barbarous,extent,1,0.6652248983310104,0.760981425888688,0.8157358459647904
extradural,angiomas,1,0.4419481209780706,0.3612478637817249,0.4107185053691024
hypochondriac,mother,1,0.3900805420175549,0.8040301205663994,0.6678033418993394
phantasmagorical,quality,0,0.2482009757135286,0.7480263231983791,0.5402512269565415
ruskinian,principle,1,0.3635206473304373,0.8187184525495916,0.6604287078844289
inflexible,proportions,1,0.5789513171876882,0.6545100238695448,0.69069732640669
preceptive,instruction,1,0.336932672932991,0.6590169648383403,0.5387045717119008
marital,periods,1,0.758239919044695,0.7667967274102927,0.8790993966874037
carlovingian,property,1,0.40593373770393404,0.7333605832262158,0.6316214496177768
humoursome,people,1,0.3700164976663937,0.9825078598493926,0.7719693443385716
galatian,warriors,1,0.47230030113612775,0.6622064632189614,0.6274620233683439
graphic,memoir,1,0.7130804107670083,0.5100799434624571,0.6818811158539622
busy,punch,1,0.7521205945033843,0.5121448292452732,0.7082295620174177
boozy,eyes,1,0.34070471141126,0.7887011693530253,0.6261416668579599
carlovingian,medals,1,0.4505739909275273,0.5091289230893192,0.5131931886794097
amphibolic,minerals,1,0.26167868450342135,0.6883023830495348,0.5097245085642015
mirthless,day,1,0.5122616762441043,0.9000730056416412,0.8089939176514385
mellow,characteristic,1,0.6017424743496087,0.6856272377796141,0.7256896277428674
freewheeling,structure,1,0.4350475187083299,0.8351137561637894,0.7169712492456461
lubricous,surface,1,0.21075369921204362,0.8673345294927669,0.5944958915951645
traverse,city,1,0.05412852131037289,0.6879212117576948,0.37659481212398155
obscurer,realms,1,0.4592108468168117,0.60937180430492,0.5844428901131278
exorbitant,deal,1,0.6778745726140831,0.8910325604400037,0.9090972306187276
leftover,chicken,1,0.2203080488193594,0.2509695859050257,0.1965185040233144
vanward,ensigns,1,0.20674012456412735,0.40580514274466617,0.2893434899080181
fascist,reconstruction,1,0.6098942899159399,0.5840410108435494,0.6643078244256732
dipterous,wings,1,0.2801125762706837,0.5455727772341983,0.42795162974033485
oniony,soup,1,0.08380251572000871,0.4295908322972228,0.22622928126440578
interdental,resorption,0,0.4956700043097543,0.486736914883547,0.5273845990546039
transdisciplinary,development,1,0.40610078088658735,0.8141162336871102,0.6846725219693583
adjusted,demand,1,0.3977805895825369,0.7090732658321217,0.610478578926609
ham,c,0,0.4143934914843299,0.6682338576275957,0.5943399725125524
unfaithful,maids,1,0.5203144520216655,0.5242119378070804,0.5677316686307893
accessary,existence,1,0.3796365765709528,0.8384926931666361,0.6837107747711086
idiosyncratic,instance,1,0.6003349854792304,0.7426503894187605,0.7621733993945723
pentamerous,disc,1,0.30134872111671607,0.6163386092306016,0.4879423543128625
uncomplaining,masses,1,0.5142320907461984,0.7479401716123707,0.7105157897821356
inflexible,originality,0,0.5789513171876882,0.5118237751886888,0.5971509462759638
parol,licenses,1,0.38055488030677176,0.48887675229517885,0.4550873640688713
constitutive,defences,1,0.530400576828811,0.4291315379125907,0.5118535460753001
syllogistic,mold,0,0.54015910081954,0.5302230719843002,0.5843777572393527
expository,kind,0,0.37865886752927397,0.609474618668311,0.532938519447031
physiologic,usage,1,0.6866179336792124,0.6815864045298733,0.7773802187384339
stalagmitic,boss,0,0.3986214679529344,0.6535555682952207,0.5746190355211344
mafic,materials,1,0.3765991004871566,0.8341788106522474,0.6789378721607489
segregated,eutectic,0,0.6328821104041156,0.3654614276466244,0.5357225832180924
octagonal,cycle,0,0.563499502014,0.6627613701680118,0.6862142704357976
venereal,sin,1,0.5362519644024829,0.6621324780317533,0.6683572778808039
amphibolic,pathways,0,0.10889571943859835,0.535777420522512,0.31191157423961835
interprovincial,meeting,1,0.4139162411090386,0.7555943079372229,0.6513087147578527
manufacturing,sectors,1,0.17833498365711564,0.6668052917442523,0.4422717033528671
cleanable,filter,1,0.24072442808314073,0.5735957260641272,0.421106259701977
definitive,blocks,0,0.7439569980979815,0.7058528143345657,0.8299996710271198
fascist,option,1,0.6348273234978239,0.6474095070309157,0.7218156478101574
castroite,agents,0,0.24506820193347964,0.7314096697089751,0.5273515052945539
castroite,subversion,1,0.21729273418391998,0.45056771051792915,0.3254463245075649
successful,dalliance,1,0.9393883985706564,0.4841594466474778,0.8097765216561246
cathectic,expenditures,1,0.36997055528396317,0.6745541487375172,0.570042724803576
whopping,gallons,1,0.42141364655956814,0.4270132634509047,0.4406881070609734
demountable,shell,1,0.4767450025848043,0.7310006194554876,0.6754097174286453
noctilucent,research,0,0.248802066603123,0.7764015341426932,0.5592391051955123
volatile,dressing,0,0.7219594662716228,0.5749358358143204,0.7300858544671274
phantasmagorical,visions,1,0.27899553102376196,0.6248260782048094,0.47919563667235077
anomic,consequences,1,0.3823596023143031,0.7197718081063893,0.60761966345673
forseeable,limits,1,0.5111087103869455,0.8101527525112155,0.749303232800228
concessive,smile,1,0.5161055371728483,0.8336471169060904,0.7679054654749546
nonionic,mixture,1,0.49547674946968134,0.6770920042264612,0.6520593697374534
arbitrative,powers,1,0.05288112675590667,0.6525707795018117,0.35262013358168703
lexical,corpora,1,0.783153561254709,0.5095601244616665,0.7264032362033503
graphic,cartoons,1,0.6954037956775729,0.44748662251106053,0.6295272795620231
annihilative,intent,1,0.14609580624215743,0.6289008800204465,0.3967807504475313
sanskritic,ones,0,0.3466759792776696,0.7646867461190078,0.6142205798815259
sanskritic,ideology,0,0.4391601918236153,0.6893277285379019,0.6240256821688835
heartsick,despair,1,0.2935893193179137,0.5962806739575534,0.46982439247231794
drunken,masks,0,0.6569769964236397,0.5111193117081722,0.6466434578543141
venereal,activity,0,0.5151070129169466,0.7854823511792428,0.7356889295383607
uncounted,slaves,1,0.5056872196676035,0.6557626661849619,0.6446127122287755
transvestite,subjects,0,0.27990331673435404,0.8221786802903565,0.6091629582203195
antirachitic,compounds,1,0.3788573558725772,0.6768926236380826,0.5772654443158124
hepatocellular,treatment,1,0.5509498627316112,0.7566168736373551,0.7397121245933709
galatian,invasions,1,0.4111604848163415,0.5418944987257455,0.509440892272406
intolerant,criticism,1,0.42770697498492705,0.6026549041647504,0.5598695131303667
transposable,units,1,0.34053970526359156,0.6370877767773022,0.5266369295375066
anticompetitive,strategy,1,0.4632020879899747,0.6832999341601965,0.6354661443949123
antichristian,spirit,1,0.2120750090042931,0.5512394699081734,0.3881070867955674
anticompetitive,burden,1,0.5920396089798524,0.7736935990545459,0.7772146579883757
bear,insults,0,0.5451145854000687,0.48727553606870944,0.5593936176241846
nonferromagnetic,medium,0,0.25885241905707534,0.6989219471994339,0.5148773304212485
tyrannous,governor,1,0.48339318931747915,0.6437873830389923,0.6224883072080638
tantalizing,caresses,1,0.4887880776574646,0.4293405244860486,0.48534899798762954
fluvioglacial,deltas,1,0.3213358776744806,0.4101202823299182,0.36554014879813035
responsible,vis,0,0.8397617151130492,0.4326097670171306,0.7121961203766257
muslim,confessions,1,0.84460570046704,0.6090393745315414,0.8309662119158395
unshakeable,pillars,1,0.4033739980573233,0.5768133891406668,0.5273488882013134
unfillable,emptiness,1,0.23785820089783485,0.5543337050666644,0.4066428625243776
inefficacious,treatment,1,0.3020516233787765,0.7908593450022156,0.6028097277206848
sanskritic,group,0,0.354907898464754,0.7772159424326529,0.6277051528673407
segregated,votes,0,0.5775722242075767,0.6314886989404818,0.6747214035845239
unengaged,individuals,1,0.376908254952105,0.7966659278880994,0.6545420207846019
diplomatic,licence,0,0.8710350312002774,0.6189059292868835,0.8543556582440451
contemptuous,allusion,0,0.34283039974630364,0.28057286798287095,0.2943691392319239
inflexible,climate,0,0.5789513171876882,0.6545189439209672,0.6907031744721402
evocative,tunes,1,0.5331951888493689,0.558993163341201,0.5987811824239939
stereographic,prints,1,0.5616053446059962,0.6894056865971829,0.7024698264674696
hepatocellular,form,1,0.6791384323510745,0.9366446780551408,0.9398101033137511
stenosing,carcinoma,0,0.07306136260453386,0.5902555120074824,0.32468567530018533
unforgotten,year,0,0.5150805088931601,0.9340317635846274,0.8330622835531113
ruskinian,philosophy,1,0.33726438120959185,0.7652910509994741,0.6085911821203124
casuistic,interpretation,1,0.3178067399441458,0.6322744269541402,0.5089269327822341
optimised,results,1,0.3316432840034852,0.7972389343517358,0.6259377061566245
antichristian,kingdom,1,0.32704731738752035,0.5599836932942202,0.4674485745205812
reporting,errors,1,0.16588705915307753,0.6220001700464799,0.40492753297207995
optimised,case,1,0.34500848504225706,0.8191984382914044,0.6488913530765585
noncancelable,coverage,0,0.3272088579690313,0.6770411681223166,0.544295924506039
wise,independent,0,0.8352160737657068,0.5615195244398856,0.7938002546887528
uncomplaining,frugality,1,0.5142320907461984,0.47941018440434385,0.5344651297353736
intergroup,balance,0,0.6336145911683096,0.7215995707803713,0.7696788894382102
amphibolic,asbestos,1,0.255737541466803,0.42195083126983324,0.33129835350643233
noncarcinogenic,hydrocarbons,1,0.13793348949520523,0.4145140557740291,0.25100107370640384
marital,luck,1,0.7150327133339308,0.6621828619092934,0.7828510711203823
brutal,disturbance,1,0.7039497461568144,0.666165622293169,0.778366558696181
enjoyable,kinds,1,0.7253798405220457,0.8852313164009477,0.9357081708051886
exiled,emir,0,0.534966198966041,0.3384104120128512,0.4552990122609316
content,film,1,0.7054376743238281,0.6751247758202146,0.7851928757718677
cute,stickers,1,0.5523049360303587,0.33844560904997345,0.46642286372079916
imminent,transaction,1,0.6847770521803273,0.6115828557798575,0.730306679231703
peristomial,space,1,0.29688557682023126,0.7460400076658049,0.5701183126188005
unbelted,trousers,1,0.23290329722995604,0.574897472517338,0.41695237535938645
stereographic,figure,1,0.47068283766067853,0.7834441950746404,0.705911015837527
beautiful,fireplaces,1,0.7019564426989936,0.27398711870648174,0.5199746537456997
doable,standard,1,0.3606758504396798,0.748592143332179,0.6126319489786461
salvific,manner,1,0.3349735831503944,0.8407992262469097,0.6566283796348914
intergroup,agency,0,0.7038043021436379,0.778713978521959,0.8520611495379866
succulent,legumes,1,0.5472164460711926,0.4155675861014113,0.5137269184300436
domelike,surface,1,0.3439732351626512,0.7829472109807085,0.6244619265843435
graphic,proportions,1,0.7242413502980836,0.6897573113918916,0.8068247703917957
soothing,plaint,1,0.7251747414359458,0.48812699039317803,0.6752317143498487
